station_code,location,,,state,,,temperature_(0_c),,dissolved_oxygen_(mg/_l),,ph,,conductivity_(µmho/_cm),,,bio-chemical,,,nitrate_(mg/_l),,faecal_coliform_(mpn/_100_ml),,,,total_coliform_(mpn/_100_ml),
,,,,,,,,,,,,,,,,Oxygen Demand,,,,,,,,,,
,,,,,,,,,,,,,,,,(mg/ L),,,,,,,,,,
,,,,,,,,,> 5.0 mg/ L,,6.5 - 8.5,,,,< 3.0 mg/ L,,,,,,,< 2500 MPN/ 100,,,,
,,,,,,,,,,,,,,,,,,,,,,mL,,,,
,,,,,,,Min,Max,Min,Max,Min,Max,Min,Max,Min,,Max,,Min,Max,Min,,Max,,Min,Max
1611,"R.JOHILA NEAR
NAROJABAD NEAR
UMARIA ROAD
BRIDGE, M",,,"MADHYA
PRADESH",,,21.0,30.0,7.2,7.9,7.7,8.1,233,590,1.0,,1.8,,0.39,0.83,2,,5,,21,58
2116,,RIVER BIHAR D/S,,"MADHYA
PRADESH",,,20.0,31.0,6.2,7.2,7.5,7.9,,,1.2,,2.0,,0.19,1.85,2,,17,,33,70
,,NEAR FOREST,,,,,,,,,,,,,,,,,,,,,,,,
,,OFFICE,,,,,,,,,,,,,,,,,,,,,,,,
3327,,"SONE AT AMLAI,",,"MADHYA
PRADESH",,,20.0,31.0,6.5,7.8,7.7,8.3,16,602,1.3,,2.0,,0.44,1.30,2,,6,,33,70
,,100 METRE D/S,,,,,,,,,,,,,,,,,,,,,,,,
,,AFTER MIXING OF,,,MADHYA,,,,,,,,,,,,,,,,,,,,,
,,ATPS,,,PRADESH,,,,,,,,,,,,,,,,,,,,,
1371,,"SONE AT AMLAI,",,,MADHYA,,20.0,32.0,7.0,7.9,7.7,8.3,187,596,1.1,,2.0,,0.24,0.84,2,,6,,21,63
,,M.P.,,,PRADESH,,,,,,,,,,,,,,,,,,,,,
1610,,R.SONE AT ORIGINE,,,MADHYA,,19.0,28.0,6.2,6.9,6.8,7.8,124,196,0.2,,0.6,,0.10,0.22,2,,2,,2,2
,,"AMARKANTAK, M.P",,,PRADESH,,,,,,,,,,,,,,,,,,,,,
1612,"R.SONE AT
DEVLOAD OUT LET
OF BANSAGAR
DAM, M.P",,,"MADHYA
PRADESH",,,20.0,30.0,7.0,7.9,7.6,8.1,188,486,0.6,,1.2,,0.15,0.49,2,,4,,14,63
2946,"UPSTREAM OF
BHIM SAGAR DAM,
JHALAWAR,
RAJASTHAN",,,RAJASTHAN,,,20.0,29.0,4.0,8.2,7.3,8.3,240,450,0.5,,3.5,,1.54,2.80,7,,14,,7,28
"Station
Code",LOCATION,,,STATE,"Temperature
(0 C)",,"Dissolved Oxygen
(mg/ L)",,pH,,"Conductivity
(µmho/ Cm)",,"Bio-Chemical
Oxygen Demand
(mg/ L)",,"Nitrate
(mg/ L)",,"Faecal Coliform
(MPN/ 100 mL)",,,,"Total Coliform
(MPN/ 100 mL)",,,,,
,,,,,,,> 5.0 mg/ L,,6.5 - 8.5,,,,< 3.0 mg/ L,,,,,< 2500 MPN/ 100,,,,,,,,
,,,,,,,,,,,,,,,,,,mL,,,,,,,,
,,,,,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,,Max,,Min,Max,,,,
2396,,JUMAR AT KANKE,,JHARKHAND,14.0,35.0,4.8,7.9,6.5,7.6,,,3.1,6.2,,,140,,200,,750,1200,,,,
,,DAM,,,,,,,,,,,,,,,,,,,,,,,,
2401,,AJAY RIVER AT,,JHARKHAND,14.0,33.0,6.6,8.5,6.5,7.5,314,320,2.6,2.8,,,,,,,,,,,,
,,MASANJORE DAM,,,,,,,,,,,,,,,,,,,,,,,,
2392,,BARAKAR AT,,JHARKHAND,17.0,34.0,7.5,7.8,7.4,7.5,,,0.8,1.1,,,,,,,,,,,,
,,MAITHAN DAM,,,,,,,,,,,,,,,,,,,,,,,,
1336,"BARAKAR AT
ASANSOL (WATER
INTAKE POINT),
WEST BENGAL",,,"WEST
BENGAL",20.0,35.0,6.7,9.5,7.1,8.1,139,335,2.3,3.1,0.1,1.0,1100,,14000,,3000,17000,,,,
3554,,KONAR RIVER,,JHARKHAND,22.0,37.0,7.3,7.4,7.5,7.5,,,2.1,2.4,,,,,,,,,,,,
,,NEAR SWANG,,,,,,,,,,,,,,,,,,,,,,,,
,,"COAL WASHERY,",,,,,,,,,,,,,,,,,,,,,,,,
,,BOKARO,,,,,,,,,,,,,,,,,,,,,,,,
2381,,BOKARO AT,,JHARKHAND,21.0,36.0,7.2,7.4,7.3,7.5,,,2.0,2.3,,,,,,,,,,,,
,,JARANDI,,,,,,,,,,,,,,,,,,,,,,,,
2390,,KONAR AT,,JHARKHAND,17.0,35.0,7.7,7.8,7.5,7.6,,,0.6,0.9,,,,,,,,,,,,
,,TENUGHAT DAM,,,,,,,,,,,,,,,,,,,,,,,,
2391,,DAMODAR AT,,JHARKHAND,20.0,35.0,7.6,7.8,7.4,7.6,,,0.6,0.9,,,,,,,,,,,,
,,PANCHET DAM,,,,,,,,,,,,,,,,,,,,,,,,
3553,,DAMODAR RIVER,,JHARKHAND,21.0,32.0,7.4,7.7,7.4,7.5,,,1.2,2.8,,,,,,,,,,,,
,,NEAR TELMUCHO,,,,,,,,,,,,,,,,,,,,,,,,
,,BRIDGE,,,,,,,,,,,,,,,,,,,,,,,,
3557,,DAMODAR RIVER,,JHARKHAND,20.0,37.0,7.2,7.4,7.4,7.5,,,2.0,2.3,,,,,,,,,,,,
,,NEAR BERMO,,,,,,,,,,,,,,,,,,,,,,,,
,,RAILWAY,,,,,,,,,,,,,,,,,,,,,,,,
,,"STATION,",,,,,,,,,,,,,,,,,,,,,,,,
,,BOKARO,,,,,,,,,,,,,,,,,,,,,,,,
"Station
Code",LOCATION,,,STATE,"Temperature
(0 C)",,,,,,"Dissolved Oxygen
(mg/ L)",,,,,,pH,,,,,,"Conductivity
(µmho/ Cm)",,,
,,,,,,,,,,,> 5.0 mg/ L,,,,,,6.5 - 8.5,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,
3555,"DAMODAR RIVER
NEAR ZARANGDIH
BRIDGE, BOKARO",,,JHARKHAND,20.0,,,35.0,,,7.5,,,7.6,,,7.5,,,7.6,,,,,,
3556,"CONFLUENCE OF
BOKARO &
DAMODAR RIVER
NEAR ZARANGDI",,,JHARKHAND,20.0,,,37.0,,,7.4,,,7.5,,,7.4,,,7.5,,,,,,
2382,,DAMODAR AT,,JHARKHAND,19.0,,,35.0,,,7.2,,,7.3,,,7.4,,,7.6,,,,,,
,,PHUSRO ROAD,,,,,,,,,,,,,,,,,,,,,,,,
,,BRIDGE,,,,,,,,,,,,,,,,,,,,,,,,
2383,"DAMODAR U/S
JAMADOVA",,,JHARKHAND,19.0,,,35.0,,,7.2,,,7.4,,,7.4,,,7.5,,,,,,
2384,,DAMODAR D/S,,JHARKHAND,21.0,,,36.0,,,7.2,,,7.5,,,7.4,,,7.6,,,,,,
,,SINDRI,,,,,,,,,,,,,,,,,,,,,,,,
1332,"DAMODAR AT D/S
OF IISCO AFTER
3RD OUTFALL AT
DHENNA VILLAGE,
WEST BENGAL",,,"WEST
BENGAL",19.0,,,33.0,,,5.2,,,8.0,,,7.1,,,7.9,,,192,,,379
1333,"DAMODAR AT
NARAINPUR
AFTER CONFL. OF
NUNIA NALLAH,
WEST BENGAL",,,"WEST
BENGAL",19.0,,,34.0,,,5.4,,,9.4,,,7.0,,,8.2,,,258,,,778
1334,"DAMODAR NEAR
MUJHER MANA
VILLAGE AFTER
CONF. OF TAMLA
NALLAH, WEST
BENGAL",,,"WEST
BENGAL",20.0,,,35.0,,,4.6,,,8.0,,,7.1,,,7.9,,,336,,,833
"Station
Code",LOCATION,,,STATE,,,"Temperature
(0 C)",,,,,,"Dissolved Oxygen
(mg/ L)",,,,,,pH,,,,,,"Conductivity
(µmho/ Cm)",
,,,,,,,,,,,,,> 5.0 mg/ L,,,,,,6.5 - 8.5,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min
1335,"DAMODAR AT
HALDIA D/S (2 KM
AWAY FROM
HALDIA TOWN),
WEST BENGAL",,,"WEST
BENGAL",,,22.0,,,33.0,,,3.4,,,7.9,,,7.1,,,8.1,,,782,
2527,,WATER INTAKE,,"WEST
BENGAL",,,22.0,,,36.0,,,6.7,,,9.4,,,7.1,,,8.1,,,258,
,,POINT FOR,,,,,,,,,,,,,,,,,,,,,,,,
,,BURDWAN TOWN,,,,,,,,,,,,,,,,,,,,,,,,
2509,"D-S OF
RUPNARAYAN AT
KOLAGHAT, NEAR
KOLAGHAT RAIL
BRIDGE NO.3",,,"WEST
BENGAL",,,20.0,,,34.0,,,4.6,,,8.5,,,6.4,,,7.9,,,177,
1337,,RUPNARAYAN,,"WEST
BENGAL",,,22.0,,,32.0,,,4.8,,,7.6,,,7.0,,,8.0,,,312,
,,BEFORE CONFL.,,,,,,,,,,,,,,,,,,,,,,,,
,,TO RIVER GANGA,,,,,,,,,,,,,,,,,,,,,,,,
,,NEAR,,,,,,,,,,,,,,,,,,,,,,,,
,,"GEONKHALI,",,,,,,,,,,,,,,,,,,,,,,,,
,,WEST BENGAL,,,,,,,,,,,,,,,,,,,,,,,,
2541,,WATER INTAKE,,"WEST
BENGAL",,,19.0,,,33.0,,,6.6,,,8.6,,,7.1,,,8.1,,,224,
,,POINT FOR,,,,,,,,,,,,,,,,,,,,,,,,
,,BANKURA TOWN,,,,,,,,,,,,,,,,,,,,,,,,
,,ON RIVER,,,,,,,,,,,,,,,,,,,,,,,,
,,DWARAKESHWAR,,,,,,,,,,,,,,,,,,,,,,,,
2531,,U-S OF TARAPITH,,"WEST
BENGAL",,,18.0,,,36.0,,,5.9,,,11.0,,,6.9,,,8.7,,,155,
,,ON RIVER,,,,,,,,,,,,,,,,,,,,,,,,
,,DWARKA AT,,,,,,,,,,,,,,,,,,,,,,,,
,,SADHAK BAMDEB,,,,,,,,,,,,,,,,,,,,,,,,
,,GHAT,,,,,,,,,,,,,,,,,,,,,,,,
2532,,D-S OF TARAPITH,,"WEST
BENGAL",,,18.0,,,36.0,,,3.6,,,11.3,,,6.4,,,8.2,,,123,
,,ON RIVER,,,,,,,,,,,,,,,,,,,,,,,,
,,"DWARKA,",,,,,,,,,,,,,,,,,,,,,,,,
,,SATIGHAT,,,,,,,,,,,,,,,,,,,,,,,,
2508,,D-S OF SILABATI,,,WEST,,19.0,,,33.0,,,4.9,,,9.1,,,5.9,,,7.5,,,117,
,,"AT GHATAL,",,,BENGAL,,,,,,,,,,,,,,,,,,,,,
"Station
Code",LOCATION,,,STATE,,,"Temperature
(0 C)",,,,,,"Dissolved Oxygen
(mg/ L)",,,,,,pH,,,,,,"Conductivity
(µmho/ Cm)",
,,,,,,,,,,,,,> 5.0 mg/ L,,,,,,6.5 - 8.5,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min
2514,,"JALANGI, D-S OF",,,WEST,,16.0,,,34.0,,,1.2,,,11.2,,,7.1,,,8.8,,,242,
,,KRISHNA NAGAR,,,BENGAL,,,,,,,,,,,,,,,,,,,,,
1764,,CHURNI D-S OF,,"WEST
BENGAL",,,19.0,,,32.0,,,0.8,,,5.6,,,7.2,,,8.8,,,291,
,,"SANTIPUR TOWN,",,,,,,,,,,,,,,,,,,,,,,,,
,,WEST BENGAL,,,,,,,,,,,,,,,,,,,,,,,,
2518,,"CHURNI,",,,WEST,,20.0,,,32.0,,,0.8,,,4.3,,,7.2,,,8.5,,,272,
,,MAJHADIA,,,BENGAL,,,,,,,,,,,,,,,,,,,,,
2517,,"MATHA BHANGA,",,,WEST,,20.0,,,32.0,,,0.0,,,4.3,,,7.2,,,8.1,,,270,
,,GOBINDAPUR,,,BENGAL,,,,,,,,,,,,,,,,,,,,,
2534,"WATER INTAKE
POINT FOR SURI
TOWN ON RIVER
MAYURAKSHI",,,"WEST
BENGAL",,,18.0,,,34.0,,,6.5,,,8.8,,,7.0,,,8.2,,,128,
2507,,D-S OF KANSI AT,,"WEST
BENGAL",,,20.0,,,35.0,,,5.5,,,10.8,,,6.5,,,8.3,,,113,
,,"MIDNAPORE,",,,,,,,,,,,,,,,,,,,,,,,,
,,NEAR NEW,,,,,,,,,,,,,,,,,,,,,,,,
,,HANUMAN,,,,,,,,,,,,,,,,,,,,,,,,
,,"MANDIR,",,,,,,,,,,,,,,,,,,,,,,,,
,,GANDHIGHAT,,,,,,,,,,,,,,,,,,,,,,,,
1946,,MAHANANDA AT,,,WEST,,16.0,,,31.0,,,5.6,,,8.2,,,7.0,,,8.4,,,118,
,,SILIGURI,,,BENGAL,,,,,,,,,,,,,,,,,,,,,
2525,,MAHANANDA D-,,,WEST,,18.0,,,30.0,,,4.2,,,6.8,,,6.1,,,8.3,,,134,
,,"S, RAMGHAT",,,BENGAL,,,,,,,,,,,,,,,,,,,,,
2549,,U-S OF,,"WEST
BENGAL",,,20.0,,,35.0,,,0.0,,,2.1,,,7.0,,,8.0,,,345,
,,VINDYADHARI,,,,,,,,,,,,,,,,,,,,,,,,
,,RIVER AT HAROA,,,,,,,,,,,,,,,,,,,,,,,,
,,BRIDGE,,,,,,,,,,,,,,,,,,,,,,,,
2550,,D-S OF,,"WEST
BENGAL",,,20.0,,,33.0,,,0.0,,,4.6,,,6.5,,,7.7,,,849,
,,VINDYADHARI,,,,,,,,,,,,,,,,,,,,,,,,
,,RIVER AT,,,,,,,,,,,,,,,,,,,,,,,,
,,MALANCHA,,,,,,,,,,,,,,,,,,,,,,,,
,,BURNING GHAT,,,,,,,,,,,,,,,,,,,,,,,,
"Station
Code",LOCATION,,,STATE,"Temperature
(0 C)",,,,,,"Dissolved Oxygen
(mg/ L)",,,,,,pH,,,,,,"Conductivity
(µmho/ Cm)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,> 5.0 mg/ L,,,,,,6.5 - 8.5,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,
1030,,BRAHAMPUTRA AT,,ASSAM,15.0,,,25.0,,,4.7,,,10.2,,,6.8,,,8.2,,,69,,,193
,,"DIBRUGARH,",,,,,,,,,,,,,,,,,,,,,,,,
,,ASSAM,,,,,,,,,,,,,,,,,,,,,,,,
1262,"BRAHAMPUTRA AT
NIMATIGHAT,
ASSAM",,,ASSAM,17.0,,,29.0,,,4.2,,,7.9,,,6.6,,,9.6,,,60,,,208
,,BRAHAMPUTRA AT,,,,,,,,,,,,,,,,,,,,,,,,
,,"NIMATIGHAT,",,,,,,,,,,,,,,,,,,,,,,,,
,,ASSAM,,,,,,,,,,,,,,,,,,,,,,,,
1526,,BRAHMPUTRA,,ASSAM,18.0,,,28.0,,,6.3,,,9.0,,,6.6,,,7.9,,,86,,,249
,,RIVER AT,,,,,,,,,,,,,,,,,,,,,,,,
,,"DHENUKHAPAHAR,",,,,,,,,,,,,,,,,,,,,,,,,
,,ASSAM,,,,,,,,,,,,,,,,,,,,,,,,
1031,,BRAHAMPUTRA AT,,ASSAM,23.0,,,32.0,,,6.3,,,9.9,,,6.7,,,8.1,,,84,,,154
,,"PANDU, ASSAM",,,,,,,,,,,,,,,,,,,,,,,,
1299,,BRAHAMPUTRA AT,,ASSAM,20.0,,,32.0,,,5.0,,,7.9,,,6.9,,,7.8,,,101,,,161
,,JOGIJHOGA NEAR,,,,,,,,,,,,,,,,,,,,,,,,
,,"BRIDGE, ASSAM",,,,,,,,,,,,,,,,,,,,,,,,
2069,,BRAHMPUTRA,,ASSAM,22.0,,,29.0,,,5.7,,,9.1,,,7.0,,,7.8,,,82,,,177
,,RIVER NEAR,,,,,,,,,,,,,,,,,,,,,,,,
,,WATER INTAKE,,,,,,,,,,,,,,,,,,,,,,,,
,,POINT AT KACHAR,,,,,,,,,,,,,,,,,,,,,,,,
"Station
Code",LOCATION,,,STATE,"Temperature
(0 C)",,,,,,"Dissolved Oxygen
(mg/ L)",,,,,,pH,,,,,,"Conductivity
(µmho/ Cm)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,> 5.0 mg/ L,,,,,,6.5 - 8.5,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,
2064,,BRAHMAPUTRA,,ASSAM,21.0,,,29.0,,,5.6,,,8.7,,,6.5,,,7.7,,,52,,,194
,,RIVER AT,,,,,,,,,,,,,,,,,,,,,,,,
,,"CHANDRAPUR,",,,,,,,,,,,,,,,,,,,,,,,,
,,"GUWAHATI,",,,,,,,,,,,,,,,,,,,,,,,,
,,ASSAM,,,,,,,,,,,,,,,,,,,,,,,,
2067,"BRAHMPUTRA
RIVER AT
SUALKUCHI, DIST.
KAMRUP, ASSAM",,,ASSAM,20.0,,,33.0,,,4.8,,,11.4,,,6.7,,,8.1,,,87,,,190
2066,"BRAHMAPUTRA
RIVER AT DHUBRI,
ASSAM",,,ASSAM,22.0,,,34.0,,,4.8,,,6.5,,,6.6,,,8.0,,,84,,,204
"Station
Code",LOCATION,,,STATE,,,"Temperature
(0 C)",,,,,,"Dissolved Oxygen
(mg/ L)",,,,,,pH,,,,,,"Conductivity
(µmho/ Cm)",
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,> 5.0 mg/ L,,,,,,6.5 - 8.5,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min
1797,,BRIDGE NEAR,,NAGALAND,,,20.0,,,32.0,,,3.4,,,9.2,,,6.5,,,8.0,,,71,
,,PURANA,,,,,,,,,,,,,,,,,,,,,,,,
,,"BAZAAR,",,,,,,,,,,,,,,,,,,,,,,,,
,,NAGALAND,,,,,,,,,,,,,,,,,,,,,,,,
1800,"NUTON BASTI,
NAGALAND",,,NAGALAND,,,16.0,,,30.0,,,0.8,,,3.4,,,6.4,,,7.3,,,78,
,,"NUTON BASTI,",,,,,,,,,,,,,,,,,,,,,,,,
,,NAGALAND,,,,,,,,,,,,,,,,,,,,,,,,
1798,,NEAR CHECK,,NAGALAND,,,21.0,,,33.0,,,3.6,,,9.0,,,7.0,,,7.6,,,83,
,,GATE (DIMAPUR,,,,,,,,,,,,,,,,,,,,,,,,
,,KHUTKHUTI,,,,,,,,,,,,,,,,,,,,,,,,
,,"ROAD),",,,,,,,,,,,,,,,,,,,,,,,,
,,NAGALAND,,,,,,,,,,,,,,,,,,,,,,,,
1259,,DHANSIRI AT,,ASSAM,,,21.0,,,32.0,,,3.9,,,9.5,,,6.4,,,9.8,,,86,
,,"GOLAGHAT,",,,,,,,,,,,,,,,,,,,,,,,,
,,ASSAM,,,,,,,,,,,,,,,,,,,,,,,,
1928,,DHANSIRI AT,,NAGALAND,,,20.0,,,33.0,,,3.1,,,8.8,,,6.5,,,8.5,,,24,
,,NAGALAND-,,,,,,,,,,,,,,,,,,,,,,,,
,,"ASSAM BORDER,",,,,,,,,,,,,,,,,,,,,,,,,
,,DIMAPUR,,,,,,,,,,,,,,,,,,,,,,,,
1930,"DZU D/S KOHIMA
TOWN",,,NAGALAND,,,11.0,,,25.0,,,3.8,,,9.4,,,7.5,,,8.5,,,190,
1929,"CHATHE AT
MEDZIPHEMA,
DIMAPUR",,,NAGALAND,,,15.0,,,28.0,,,3.8,,,8.2,,,7.0,,,8.0,,,44,
,,CHATHE AT,,,,,,,,,,,,,,,,,,,,,,,,
,,"MEDZIPHEMA,",,,,,,,,,,,,,,,,,,,,,,,,
,,DIMAPUR,,,,,,,,,,,,,,,,,,,,,,,,
3764,,NEAR BRIDGE,,ASSAM,,,18.0,,,28.0,,,6.5,,,7.8,,,6.6,,,7.7,,,62,
,,OVER DHANSIRI,,,,,,,,,,,,,,,,,,,,,,,,
,,"RIVER AT NH-15,",,,,,,,,,,,,,,,,,,,,,,,,
,,DHANSIRI,,,,,,,,,,,,,,,,,,,,,,,,
3792,,DHANSIRI RIVER,,ASSAM,,,20.0,,,33.0,,,4.0,,,10.1,,,6.5,,,7.6,,,78,
,,AT JAHAIGHAT,,,,,,,,,,,,,,,,,,,,,,,,
3097,,SUBANSIRI AT,,,ARUNACHAL,,23.0,,,28.0,,,,,,,,,7.4,,,7.6,,,72,
,,"GERUKAMUKH,",,,PRADESH,,,,,,,,,,,,,,,,,,,,,
2061,,RIVER KHARSANG,,ASSAM,,,13.0,,,25.0,,,0.4,,,10.3,,,6.2,,,7.9,,,8,
,,BEFORE,,,,,,,,,,,,,,,,,,,,,,,,
,,CONFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,
,,WITH,,,,,,,,,,,,,,,,,,,,,,,,
,,BURIDIHING N,,,,,,,,,,,,,,,,,,,,,,,,
"Station
Code",LOCATION,,,STATE,"Temperature
(0 C)",,,,,,"Dissolved Oxygen
(mg/ L)",,,,,,pH,,,,,,"Conductivity
(µmho/ Cm)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,> 5.0 mg/ L,,,,,,6.5 - 8.5,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,
1422,"BURHIDIHING AT
MARGHERITA,
ASSAM",,,ASSAM,14.0,,,26.0,,,5.0,,,9.2,,,6.4,,,8.2,,,64,,,247
,,"MARGHERITA,",,,,,,,,,,,,,,,,,,,,,,,,
,,ASSAM,,,,,,,,,,,,,,,,,,,,,,,,
2062,,BURIDIHING,,ASSAM,14.0,,,25.0,,,3.7,,,9.8,,,6.5,,,7.8,,,59,,,226
,,NEAR DULIAJAN,,,,,,,,,,,,,,,,,,,,,,,,
,,"AT D/S,",,,,,,,,,,,,,,,,,,,,,,,,
,,"TINSUKIA, ASSAM",,,,,,,,,,,,,,,,,,,,,,,,
2230,,BURHIDIHING,,ASSAM,15.0,,,26.0,,,5.6,,,9.5,,,6.6,,,7.9,,,62,,,190
,,RIVER AT,,,,,,,,,,,,,,,,,,,,,,,,
,,DULIAJAN,,,,,,,,,,,,,,,,,,,,,,,,
,,(INTAKE POINT,,,,,,,,,,,,,,,,,,,,,,,,
,,OF OIL,,,,,,,,,,,,,,,,,,,,,,,,
2065,,PAGLDIA RIVER,,ASSAM,21.0,,,34.0,,,4.8,,,9.0,,,7.1,,,8.2,,,108,,,204
,,NEAR NALBARI,,,,,,,,,,,,,,,,,,,,,,,,
,,"TOWN, DIST.",,,,,,,,,,,,,,,,,,,,,,,,
,,"NALBARI, AS",,,,,,,,,,,,,,,,,,,,,,,,
1530,"DIGBOI RIVER AT
LAKHIPATHE,
RESERVE FOREST,
DIGBOI",,,ASSAM,15.0,,,26.0,,,1.5,,,7.2,,,6.2,,,7.4,,,66,,,571
2063,,JAI BHARALI,,ASSAM,18.0,,,28.0,,,5.9,,,7.9,,,6.5,,,7.7,,,42,,,72
,,RIVER NEAR,,,,,,,,,,,,,,,,,,,,,,,,
,,BISWANATH,,,,,,,,,,,,,,,,,,,,,,,,
,,"CHARALI,",,,,,,,,,,,,,,,,,,,,,,,,
,,SONITPUR,,,,,,,,,,,,,,,,,,,,,,,,
2237,,KALONG RIVER,,ASSAM,20.0,,,34.0,,,2.3,,,7.5,,,6.2,,,7.5,,,49,,,269
,,AT U/S OF,,,,,,,,,,,,,,,,,,,,,,,,
,,ANANDARAM,,,,,,,,,,,,,,,,,,,,,,,,
,,DEKIAL PHUKAN,,,,,,,,,,,,,,,,,,,,,,,,
,,BRI,,,,,,,,,,,,,,,,,,,,,,,,
2059,,KOLONG RIVER,,ASSAM,20.0,,,34.0,,,3.5,,,8.9,,,6.2,,,7.7,,,50,,,77
,,"AT MARIGAON,",,,,,,,,,,,,,,,,,,,,,,,,
,,ASSAM,,,,,,,,,,,,,,,,,,,,,,,,
2058,"DISANG RIVER AT
DILLIGHAT,
DIBRUGARH
DIST., ASSAM",,,ASSAM,14.0,,,24.0,,,5.0,,,10.7,,,6.4,,,8.5,,,64,,,141
"Station
Code",LOCATION,,,STATE,,,"Temperature
(0 C)",,,,,,"Dissolved Oxygen
(mg/ L)",,,,,,pH,,,,,,"Conductivity
(µmho/ Cm)",
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,> 5.0 mg/ L,,,,,,6.5 - 8.5,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min
1298,"DISANG AT
GUNDAMGHAT,
ASSAM",,,ASSAM,,,19.0,,,29.0,,,4.7,,,6.9,,,6.5,,,7.5,,,80,
,,"GUNDAMGHAT,",,,,,,,,,,,,,,,,,,,,,,,,
,,ASSAM,,,,,,,,,,,,,,,,,,,,,,,,
1258,,JHANJI AT N.H.,,ASSAM,,,17.0,,,29.0,,,,,,7.5,,,6.6,,,7.7,,,80,
,,CROSSING,,,,,,,,,,,,,,,,,,,,,,,,
,,"JORHAT, ASSAM",,,,,,,,,,,,,,,,,,,,,,,,
1527,,BHOGDOI RIVER,,ASSAM,,,19.0,,,33.0,,,4.3,,,7.3,,,6.6,,,7.7,,,9,
,,"AT JORHAT ,",,,,,,,,,,,,,,,,,,,,,,,,
,,ASSAM,,,,,,,,,,,,,,,,,,,,,,,,
1531,,*MORA BHARALI,,ASSAM,,,20.0,,,32.0,,,2.0,,,6.0,,,6.5,,,8.1,,,84,
,,"AT TEZPUR,",,,,,,,,,,,,,,,,,,,,,,,,
,,ASSAM,,,,,,,,,,,,,,,,,,,,,,,,
1423,,BORAK AT,,ASSAM,,,21.0,,,25.0,,,5.5,,,5.8,,,7.1,,,7.3,,,94,
,,"PANCHAGRAM ,",,,,,,,,,,,,,,,,,,,,,,,,
,,ASSAM,,,,,,,,,,,,,,,,,,,,,,,,
1528,,BHARALU RIVER,,ASSAM,,,24.0,,,32.0,,,,,,,,,6.6,,,7.7,,,346,
,,"AT GUWAHATI,",,,,,,,,,,,,,,,,,,,,,,,,
,,ASSAM,,,,,,,,,,,,,,,,,,,,,,,,
1529,,"DEEPAR BILL,",,ASSAM,,,24.0,,,33.0,,,4.1,,,12.9,,,6.1,,,9.6,,,122,
,,ASSAM*,,,,,,,,,,,,,,,,,,,,,,,,
2068,,U/S OF,,ASSAM,,,21.0,,,25.0,,,5.5,,,6.0,,,7.2,,,7.3,,,10,
,,KATHAKAL AT,,,,,,,,,,,,,,,,,,,,,,,,
,,"MATIJURI, DIST.",,,,,,,,,,,,,,,,,,,,,,,,
,,"HAILAKANDI, ASS",,,,,,,,,,,,,,,,,,,,,,,,
3095,,GANGA RIVER AT,,"ARUNACHAL
PRADESH",,,26.0,,,29.0,,,,,,,,,7.2,,,8.5,,,35,
,,"CHANDRAPUR,",,,,,,,,,,,,,,,,,,,,,,,,
,,"ITANAGAR,",,,,,,,,,,,,,,,,,,,,,,,,
3096,"DIKRONG RIVER
AT NIRJULI,",,,"ARUNACHAL
PRADESH",,,21.0,,,30.0,,,,,,,,,6.2,,,7.9,,,33,
3099,,LOHIT RIVER AT,,,ARUNACHAL,,20.0,,,30.0,,,,,,,,,7.7,,,7.8,,,64,
